"pro","class"
0.176154398226644,"No"
0.0901471868603796,"No"
0.250181390205676,"No"
0.485062997670451,"No"
0.280921514307806,"No"
0.0929709518788276,"No"
0.321964970994756,"No"
0.408011130058202,"No"
0.254343557298614,"No"
0.254343557298614,"No"
0.198051499908557,"No"
0.0666134425112972,"No"
0.231774124940481,"No"
0.254343557298614,"No"
0.588940899574214,"No"
0.292260504210836,"No"
